40,464
26,434
475,469
506,448
701,464
783,448
961,462
992,449
1054,459
1141,441
1308,460
1333,443
1533,454
1539,436
1667,461
1808,438
2009,458
2029,440
2234,457
2269,437
2647,469
2678,447
2707,466
2712,445
3015,462
3026,443
3054,463
3066,445
3366,465
3384,447
3766,471
3667,470
3766,471
3667,470
3766,471
3667,470
3766,471
3667,470
3766,471
3667,470
3766,471
3667,470
3766,471
3667,470
3766,471
3667,470
3766,466
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,469
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,475
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,474
3667,470
3766,473
3667,470
3766,473
3667,470
3766,473
3667,470
3766,473
3667,470
3766,473
3667,470
3766,473
3667,470
3766,473
3667,470
3766,473
3667,470
3766,473
3667,470
3766,473
3667,470
3766,473
3667,470
3766,485
3667,470
3766,485
3667,470
3766,485
3667,470
3766,485
3667,470
3766,485
3667,470
3766,485
3667,470
3766,485
3667,470
3766,485
3670,471
3766,485
3693,472
3766,485
3693,472
3766,485
3693,472
3766,485
3693,472
3766,485
3693,472
3766,485
3693,472
3766,485
3693,472
3766,485
3693,472
3766,485
3707,473
3766,485
3707,473
3766,485
3707,473
3766,485
3707,473
3766,485
3707,473
3766,485
3736,467
3766,485
3739,467
3766,485
3742,468
3766,485
3745,469
3766,485
3748,471
3766,485
3751,472
3766,485
3754,472
3766,485
3757,472
3766,485
3760,473
3766,499
3763,474
3821,491
3812,470
3819,486
3825,469
4105,475
3955,438
4089,463
4165,448
4331,466
4392,449
4692,503
4476,479
4790,479
4690,455
4746,468
4818,444
5147,498
5450,497
5512,462
5574,452
5937,475
5910,450
6056,465
6033,443
6274,464
6272,441
6311,471
6324,449
6729,488
6756,491
7003,451
7000,421
7421,455
7424,425
8066,469
8132,432
8526,471
8579,444
8806,467
8817,441
9040,463
9086,452
9118,499
8960,483
9733,488
9639,468
9728,469
9744,448
10657,482
10408,451
10640,477
10673,450
10808,480
10828,465
10933,485
10936,463
11080,476
11150,451
11612,482
11525,455
12551,482
12532,473
13015,477
12773,453
13104,462
13108,430
13287,451
13327,433
13468,451
13557,429
13748,458
13768,434
13836,462
13828,443
13933,459
13990,434
14261,464
14259,437
14300,461
14317,449
14447,461
14586,434
